URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,21,0,0.9999999523809546,0.04101562491989136,11.357142857142858,0.30660377358490565,4.665498652291105,11.357142857142858,195,636,1.971698113207547,0,5.628930817610063
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,11,6,0.2941176297577865,0.04392764846530323,12.225,0.37014314928425357,5.038057259713701,12.225,181,489,2.192229038854806,1,6.134969325153374
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,3,0.0,0.03703703680841335,17.90909090909091,0.34517766497461927,7.301707429626212,17.90909090909091,68,197,2.197969543147208,0,6.01015228426396
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,60,-0.44578312715923946,0.11170928652529033,16.254545454545454,0.27740492170022374,6.6127801504982715,16.254545454545454,248,894,1.983221476510067,0,5.7885906040268456
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,15,9,0.24999998958333375,0.06593406575292839,15.857142857142858,0.2905405405405405,6.4590733590733596,15.857142857142858,129,444,2.009009009009009,2,5.691441441441442
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,48,24,0.3333333287037038,0.07920792070494179,10.436363636363636,0.2787456445993031,4.286043712385175,10.436363636363636,320,1148,1.9503484320557491,1,5.539198606271777
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,33,1,0.9411764429065753,0.09798270865134666,10.069767441860465,0.2817551963048499,4.140609055266126,10.069767441860465,122,433,2.023094688221709,1,5.655889145496536
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,1,0.49999987500003124,0.0199999999,15.0625,0.23236514522821577,6.117946058091286,15.0625,56,241,1.8506224066390042,0,5.5103734439834025
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,19,6,0.5199999792000009,0.045126353709158205,16.023255813953487,0.2597968069666183,6.513221048368043,16.023255813953487,179,689,1.8577648766328012,3,5.165457184325109
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,18,8,0.3846153698224858,0.07878787854912764,17.608695652173914,0.34814814814814815,7.182737520128825,17.608695652173914,141,405,2.1703703703703705,0,6.0962962962962965
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,13,5,0.4444444197530878,0.09999999944444445,8.444444444444445,0.27631578947368424,3.488304093567252,8.444444444444445,63,228,2.0657894736842106,0,5.8201754385964914
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,0,0.99999980000004,0.056179774649665455,10.5,0.3142857142857143,4.3257142857142865,10.5,33,105,2.1809523809523808,0,6.171428571428572
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,17,21,-0.10526315512465383,0.09268292660321238,9.981818181818182,0.19672131147540983,4.071415797317437,9.981818181818182,108,549,1.7122040072859745,9,4.7996357012750455
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,7,2,0.5555554938271674,0.10112359436939782,12.0,0.2037037037037037,4.881481481481482,12.0,22,108,1.8148148148148149,0,5.111111111111111
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,39,14,0.47169810430758297,0.08307210018327257,15.115384615384615,0.34478371501272265,6.184067332158936,15.115384615384615,271,786,2.1793893129770994,0,6.137404580152672
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,9,13,-0.18181817355371938,0.07885304631235468,14.869565217391305,0.2543859649122807,6.049580472921434,14.869565217391305,87,342,1.909356725146199,4,5.578947368421052
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,19,32,-0.2549019557862362,0.0977011492381204,11.980392156862745,0.26677577741407527,4.8988671737107286,11.980392156862745,163,611,1.9459901800327333,2,5.677577741407529
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,24,37,-0.21311475060467622,0.06616052053561766,16.095890410958905,0.33787234042553194,6.573505100553774,16.095890410958905,397,1175,2.0782978723404257,1,5.925106382978724
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,34,22,0.21428571045918376,0.0677146311152181,14.411764705882353,0.24285714285714285,5.861848739495798,14.411764705882353,238,980,1.8887755102040817,3,5.5561224489795915
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,26,19,0.1555555520987655,0.05813953480860525,12.197530864197532,0.23076923076923078,4.971320037986705,12.197530864197532,228,988,1.8238866396761133,6,5.17004048582996
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,19,2,0.8095237709750585,0.051219512070196316,8.540983606557377,0.2456813819577735,3.5146659954060606,8.540983606557377,128,521,1.8867562380038387,1,5.122840690978887
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,34,5,0.7435897245233405,0.06610169480321747,12.215384615384615,0.22921914357682618,4.977841503584576,12.215384615384615,182,794,1.7846347607052897,3,5.080604534005038
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,18,6,0.4999999791666675,0.11881188059994119,16.1875,0.2972972972972973,6.59391891891892,16.1875,77,259,1.8764478764478765,0,5.328185328185328
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,34,9,0.5813953353163875,0.05094786723821343,15.202898550724637,0.30123927550047663,6.201655130490046,15.202898550724637,316,1049,2.0505243088655862,3,5.849380362249762
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,16,54,-0.5428571351020409,0.14462809887473532,8.578947368421053,0.2085889570552147,3.5150145301905074,8.578947368421053,136,652,1.7530674846625767,10,4.932515337423313
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,45,13,0.5517241284185496,0.10193321598957256,9.278481012658228,0.19508867667121418,3.7894278757317768,9.278481012658228,143,733,1.694406548431105,0,4.88130968622101
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,28,-0.11999999760000006,0.07507507496234973,14.436363636363636,0.22292191435768263,5.863714220288528,14.436363636363636,177,794,1.7884130982367759,6,5.317380352644836
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,27,19,0.17391303969754263,0.058598726040001624,12.5375,0.281437125748503,5.127574850299402,12.5375,282,1002,2.0129740518962076,4,5.530938123752495
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,14,59,-0.6164383477200227,0.145999999708,9.26388888888889,0.2128935532233883,3.7907129768449113,9.26388888888889,142,667,1.7706146926536732,11,4.995502248875562
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,33,27,0.09999999833333337,0.07499999990625,15.483870967741936,0.25104166666666666,6.293965053763442,15.483870967741936,241,960,1.8979166666666667,0,5.397916666666666
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,17,9,0.30769229585798863,0.06356968199616214,19.0,0.25708502024291496,7.702834008097167,19.0,127,494,2.022267206477733,0,5.8785425101214575
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,32,20,0.23076922633136104,0.07796101937337178,20.25,0.291358024691358,8.216543209876544,20.25,236,810,2.088888888888889,0,6.023456790123457
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,35,38,-0.04109588984800151,0.07471852602382956,14.734939759036145,0.2747342600163532,6.003869607621,14.734939759036145,336,1223,1.937040065412919,1,5.598528209321341
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,16,10,0.23076922189349144,0.010892333468415446,14.938144329896907,0.19910282953761216,6.054898863773808,14.938144329896907,577,2898,1.6987577639751552,2,4.825051759834369
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,30,34,-0.062499999023437516,0.07264472182446684,12.914634146341463,0.2813975448536355,5.27841267647804,12.914634146341463,298,1059,1.992445703493862,8,5.7780925401322
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,25,46,-0.2957746437214839,0.08362779731021461,17.47457627118644,0.3297769156159069,7.1217412747209385,17.47457627118644,340,1031,2.1173617846750727,0,5.988360814742968
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,4,7,-0.2727272479338866,0.009433962256060066,91.0,0.2813186813186813,36.51252747252747,91.0,384,1365,2.0630036630036632,42,5.76043956043956
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,31,10,0.5121951094586559,0.025851197966045902,38.35294117647059,0.25204498977505113,15.441994466498256,38.35294117647059,493,1956,1.9442740286298568,45,5.450920245398773
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,26,29,-0.05454545355371903,0.06501182025412315,8.806722689075631,0.30438931297709926,3.644444800821092,8.806722689075631,319,1048,1.9770992366412214,2,5.614503816793893
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,38,14,0.4615384526627221,0.057080131660724336,12.494623655913978,0.2487091222030981,5.09733311124683,12.494623655913978,289,1162,1.8493975903614457,1,5.319277108433735
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,21,26,-0.10638297645993668,0.08362989308962653,14.956521739130435,0.23837209302325582,6.077957532861477,14.956521739130435,164,688,1.9215116279069768,1,5.588662790697675
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,14,38,-0.4615384526627221,0.05241935478586759,19.516666666666666,0.3116994022203245,7.9313464275547965,19.516666666666666,365,1171,2.0819812126387705,0,5.923142613151152
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,12,36,-0.4999999895833336,0.0950495047622782,13.020833333333334,0.264,5.313933333333334,13.020833333333334,165,625,1.992,2,5.6544
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,30,34,-0.062499999023437516,0.10884353722985793,9.876712328767123,0.26629680998613037,4.057203655501302,9.876712328767123,192,721,1.9251040221914009,13,5.528432732316228
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,19,23,-0.0952380929705216,0.07999999984761905,16.135135135135137,0.3249581239530988,6.584037303635295,16.135135135135137,194,597,2.1222780569514237,1,6.1289782244556115
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18,37,-0.34545453917355384,0.02857142855658627,34.26865671641791,0.27090592334494773,13.815825055905144,34.26865671641791,622,2296,2.018292682926829,45,5.6432926829268295
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,2,0.199999960000008,0.056179774649665455,11.1,0.1891891891891892,4.515675675675676,11.1,21,111,1.6846846846846846,0,4.927927927927928
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,27,39,-0.18181817906336092,0.1094527361368943,11.903225806451612,0.24796747967479674,4.860477314450564,11.903225806451612,183,738,1.8617886178861789,3,5.356368563685637
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,22,-0.5714285510204089,0.0760869563149811,13.617647058823529,0.2505399568034557,5.547274806250794,13.617647058823529,116,463,1.8531317494600432,1,5.209503239740821
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,48,-0.29729729327976634,0.12012986993485411,14.2,0.34788732394366195,5.819154929577465,14.2,247,710,2.1507042253521127,2,6.253521126760563
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,31,-0.19230768860946754,0.11063829763693979,16.08108108108108,0.22857142857142856,6.523861003861004,16.08108108108108,136,595,1.8168067226890756,2,5.319327731092437
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4,2,0.33333327777778704,0.023529411672433678,14.045454545454545,0.284789644012945,5.732097675786996,14.045454545454545,88,309,1.9514563106796117,0,5.666666666666667
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,15,8,0.3043478128544429,0.016016713080768304,41.21951219512195,0.26094674556213016,16.592183576273634,41.21951219512195,441,1690,1.9976331360946746,45,5.624852071005917
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30,48,-0.23076922781065093,0.04695966282543066,49.6,0.2913306451612903,19.956532258064517,49.6,578,1984,2.066532258064516,44,5.820060483870968
